epoch,accuracy,loss,val_accuracy,val_loss
0,0.80431664,0.47471793186555866,0.8119161,0.4201510242133641
1,0.80804807,0.42041751776993186,0.81374156,0.41109798899763234
2,0.80838555,0.4171640637810498,0.8134808,0.4067477926313141
3,0.80922925,0.41591523080514026,0.81339645,0.4063333445674875
4,0.8090528,0.4151449641777062,0.8142938,0.40658199232458003
5,0.8100768,0.4149927461402132,0.8130896,0.40647001883720246
6,0.8086847,0.4150499296651096,0.8141941,0.40749549473746843
